,Release Date,Season,Episode,Episode Title,Name,Sentence
5813,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"You didn't, though."
5814,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,You really remember?
5815,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"You knew when you were needed and when to go away. It's a rare talent. Most of my squires, they mean well, but young men with big jobs, they tend to overdo them."
5816,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,When I think back to that day-
5817,2012-05-13,Season 2,Episode 7,A Man Without Honor,Guard,Shh!
5818,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,You were saying?
5819,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,I- Never mind. It's embarrassing.
5820,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,More embarrassing than being chained to a post covered in your own shit?
5821,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,"I remember everything about that day, your helmet, your horse, the rake lines in the dirt along the list, where the sun was in the sky when you knocked Balon from his horse, and the dent in your shield when you handed it back to me. I'll remember it all until I die. That was the best day of my life. And I remember being on the field after it was over. All the competitors were done. I was the last one out there. And I couldn't leave. I couldn't bring myself to go and sit with my family at a table so far on the edge of the feast you could barely even see the bride. And I couldn't bear to tell them what it had been like squiring for you, when I knew that they could never have the faintest idea what I was talking about."
5822,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,I understand completely.
5823,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,"How could you? Sorry, I I didn't mean to doubt you."
5824,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"It's just that I, I was sixteen once. I also had to replace someone's squire on short notice."
5825,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,Which knight was it?
5826,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,Barristan Selmy. The fight against the Kingswood Outlaws. Before your time.
5827,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,What was he like?
5828,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"He was a painter. A painter who only used red. I couldn't imagine being able to fight like that, not back then. And to help him do that, to be a part of something that perfect. I don't need to explain how that felt, not to you."
5829,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,It's hard to put into words.
5830,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"It's like stepping into a dream you've been dreaming for as long as you can remember, and finding out that the dream is more real than your life."
5831,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,Leaving that battlefield was like being dragged off to prison.
5832,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,Did you squire for him again?
5833,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"No. I didn't have your gift. He couldn't take a step without stepping on me. I was awful, a complete liability. Until one of the outlaws decided to take on a sixteen-year-old squire."
5834,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"It's a good thing I am who I am. I'd have been useless at anything else. I'm not well-suited for imprisonment. Shocking, I know. Some men are. Ned Stark, I imagine he made an excellent prisoner right up until the end. Not me, though. My life has left me uniquely unfit for constraint."
5835,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,And have you thought about
5836,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,Of course. Every day.
5837,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,And?
5838,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"Good prisoners breed good jailers, apparently. The Starks are very careful."
5839,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"But there is a way, I think. It wasn't possible until now."
5840,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,What is it?
5841,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,It's actually quite simple.
5842,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,"Well, let me help you."
5843,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,You'll only have to do one thing.
5844,2012-05-13,Season 2,Episode 7,A Man Without Honor,Alton,Tell me.
5845,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,You'll have to die.
5846,2012-05-13,Season 2,Episode 7,A Man Without Honor,Quaith,Jorah the Andal. This man must sail past old Valyria. All who travel too close to the doom must have protection.
5847,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,I didn't come here for lessons.
5848,2012-05-13,Season 2,Episode 7,A Man Without Honor,Quaith,"No, you came for the dragons."
5849,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,You have them? Where are they?
5850,2012-05-13,Season 2,Episode 7,A Man Without Honor,Quaith,Draw your sword. See what your steel is worth. You want to please the Mother of Dragons.
5851,2012-05-13,Season 2,Episode 7,A Man Without Honor,Quaith,You love her.
5852,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,Where are the dragons?
5853,2012-05-13,Season 2,Episode 7,A Man Without Honor,Quaith,"Will you betray her again, Jorah the Andal?"
5854,2012-05-13,Season 2,Episode 7,A Man Without Honor,Quaith,Will you betray her again?
5855,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jorah Mormont,Never.
5856,2012-05-13,Season 2,Episode 7,A Man Without Honor,Quaith,The thief you seek is with her now.
5857,2012-05-13,Season 2,Episode 7,A Man Without Honor,Spice King,I did not leave the comfort of my home to come to yours and be called a thief.
5858,2012-05-13,Season 2,Episode 7,A Man Without Honor,Xaro,No one is calling you a thief. Who is she to accuse us?
5859,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,"Please, they're my children. I'm begging you."
5860,2012-05-13,Season 2,Episode 7,A Man Without Honor,Silk King,Begging us? It wasn't very long ago you were threatening us.
5861,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,"Without me, the dragons will die."
5862,2012-05-13,Season 2,Episode 7,A Man Without Honor,Spice King,"It will be for the best. Your dragons will bring the world nothing but death and misery, my dear. If I knew where they were, I would not tell you."
5863,2012-05-13,Season 2,Episode 7,A Man Without Honor,Pyat Pree,"You are cruel, my friend. The Mother of Dragons is in the right. She must be reunited with her babies. I will help you, Khaleesi."
5864,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,How?
5865,2012-05-13,Season 2,Episode 7,A Man Without Honor,Pyatt Pree,I will take you to the House of the Undying where I have put them.
5866,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,You have my dragons?
5867,2012-05-13,Season 2,Episode 7,A Man Without Honor,Pyat Pree,"When I learned you were coming to our city, I made an arrangement with the King of Qarth. He procured them for me."
5868,2012-05-13,Season 2,Episode 7,A Man Without Honor,Daenerys Targaryen,But there is no King of Qarth.
5869,2012-05-13,Season 2,Episode 7,A Man Without Honor,Xaro,There is now. That was the other half of the arrangement.
5870,2012-05-13,Season 2,Episode 7,A Man Without Honor,Xaro,"You would keep your gates and your minds closed to everything outside your walls, but Qarth cannot remain the greatest city that ever was if it refuses to change. I will open Qarth to the world as I have forced it to open itself to me."
5871,2012-05-13,Season 2,Episode 7,A Man Without Honor,Spice King,"Your ambition is an inspiration. But like all upstarts, you overreach. Three dragons the size of cats and an alliance with a charlatan do not make you a king."
5872,2012-05-13,Season 2,Episode 7,A Man Without Honor,Xaro,"An upstart and a charlatan? Empires have been built by less. Those on the margins often come to control the center, and those in the center make room for them, willingly or otherwise."
5873,2012-05-13,Season 2,Episode 7,A Man Without Honor,Pyat Pree,"The Mother of Dragons will be with her babies. She will give them her love and they will thrive by her side, forever."
5874,2012-05-13,Season 2,Episode 7,A Man Without Honor,Pyattpree,A mother should be with her children.
5875,2012-05-13,Season 2,Episode 7,A Man Without Honor,Pyat Pree,"Where will you run to, Daenerys Stormborn? Your dragons wait for you in the House of the Undying. Come see them."
5876,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jacks,Lady Stark!
5877,2012-05-13,Season 2,Episode 7,A Man Without Honor,Brienne,No farther.
5878,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jacks,"Keep your hands off me, woman."
5879,2012-05-13,Season 2,Episode 7,A Man Without Honor,Brienne,"Don't enter without an invitation, man."
5880,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jacks,Forgive me. Lady Stark.
5881,2012-05-13,Season 2,Episode 7,A Man Without Honor,Catelyn Stark,What is it?
5882,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jacks,They caught the Kingslayer.
5883,2012-05-13,Season 2,Episode 7,A Man Without Honor,Man,Kingslayer!
5884,2012-05-13,Season 2,Episode 7,A Man Without Honor,Man,Kill the fucking Kingslayer!
5885,2012-05-13,Season 2,Episode 7,A Man Without Honor,Man,Hang him!
5886,2012-05-13,Season 2,Episode 7,A Man Without Honor,Man,You'll die today.
5887,2012-05-13,Season 2,Episode 7,A Man Without Honor,Man,Justice for the Karstark.
5888,2012-05-13,Season 2,Episode 7,A Man Without Honor,Man,Gut him!
5889,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard Karstark,Get back! I want his head! Any man who stands between a father and his vengeance asks for death.
5890,2012-05-13,Season 2,Episode 7,A Man Without Honor,Catelyn Stark,"Lord Karstark, this man is our prisoner."
5891,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard,This monster killed my son.
5892,2012-05-13,Season 2,Episode 7,A Man Without Honor,Catelyn Stark,"And crippled mine. He will answer for his crimes, I promise you, but not here."
5893,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard Karstark,I will have his head. And if you try and stop me
5894,2012-05-13,Season 2,Episode 7,A Man Without Honor,Catelyn Stark,"You will strike me down? Have you forgotten me, ser? I am the widow of your liege, Lord Eddard Stark. I am the mother of your king!"
5895,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard Karstark,And where is our king now?
5896,2012-05-13,Season 2,Episode 7,A Man Without Honor,Robb Stark,You know very well.
5897,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard Karstark,"He has gone to the Crag to accept the surrender. Aye, gone to the Crag, but not to negotiate. He brought that foreign bitch with him."
5898,2012-05-13,Season 2,Episode 7,A Man Without Honor,Catelyn Stark,How dare you!
5899,2012-05-13,Season 2,Episode 7,A Man Without Honor,Brienne,Threatening my lady is an act of treason.
5900,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard Karstark,Treason? How can it be treason to kill Lannisters?
5901,2012-05-13,Season 2,Episode 7,A Man Without Honor,Catelyn Stark,"I understand your grief, my lord, better than most, I understand it. But in the name of my son, the King in the North, stand down."
5902,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard Karstark,"When your son returns, I will demand this murderer's head."
5903,2012-05-13,Season 2,Episode 7,A Man Without Honor,Catelyn Stark,Wise men do not make demands of kings.
5904,2012-05-13,Season 2,Episode 7,A Man Without Honor,Rickard Karstark,Fathers who love their sons do. I will have his head.
5905,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,"Thank you for fighting on my behalf, Lady Stark. I would have come to your defense, but-"
5906,2012-05-13,Season 2,Episode 7,A Man Without Honor,Catelyn Stark,Take him to the stockades. Bind him with every chain you can find!
5907,2012-05-13,Season 2,Episode 7,A Man Without Honor,Jaime Lannister,You've become a real she-wolf in your later years. There's not much fish left in you.
5908,2012-05-13,Season 2,Episode 7,A Man Without Honor,Catelyn Stark,And gag him!
5909,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tyrion Lannister,Since when do you light your own candles?
5910,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,Since I decided that I can't stand to look at any of my handmaidens for another instant.
5911,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,How many times can you read one raven scroll?
5912,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tyrion Lannister,"Stannis Baratheon's fleet has been spotted sailing north past Tarth, two hundred ships."
5913,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,More than we have.
5914,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tyrion Lannister,"Yes, that's more than we have. He'll be at our gates within five days, four if he has the wind."
5915,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,"We have strong, high walls. We'll rain fire down on them from above."
5916,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tyrion Lannister,"Rain fire on them from above."" You're quoting Father, aren't you?"
5917,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,"Why not? He has a good mind for strategy, doesn't he?"
5918,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tyrion Lannister,"Call it tactics, not strategy. But, yes, he does have a good mind for it. The best mind, some would say. Sadly, he's not here. It's just you, me and Joffrey, the Lord of the Seven Kingdoms and Protector of the Realm."
5919,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,I'm sure you'll make a point eventually.
5920,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tyrion Lannister,He needs to start acting like a king. This war you started is coming to our doorstep. And if the entire city wants Joffrey dead
5921,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,I'm not the one giving the boy whores to abuse.
5922,2012-05-13,Season 2,Episode 7,A Man Without Honor,Tyrion Lannister,I thought the girls might help him.
5923,2012-05-13,Season 2,Episode 7,A Man Without Honor,Cersei Lannister,Did you?
